
2021-04-07 11:03:33,184 | E | Instrument.py:173 (loadPersonality) | Error loading instrument personality 'SCEXAO': No module named 'SCEXAO'
2021-04-09 14:15:25,534 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-09 14:15:25,534 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-09 14:15:25,534 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-09 14:15:25,535 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-09 14:15:25,535 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-09 14:15:25,535 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-09 14:15:25,536 | I | common_task.py:56 (execute) | Starting periodic interval task
2021-04-09 14:15:25,536 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
2021-04-09 14:15:25,536 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-09 14:15:25,537 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-09 14:15:25,560 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-09 14:15:25,560 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-09 14:15:25,560 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-09 14:15:25,561 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-09 14:15:25,561 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-09 14:15:30,660 | E | Instrument.py:421 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 378, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 860, in getFrames
    (status, framelist) = self.frameint.getFrames(insname, frtype, num)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2base/remoteObjects/remoteObjects.py", line 808, in call
    raise remoteObjectError(res)

2021-04-09 14:17:29,473 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-09 14:17:29,473 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-09 14:17:29,473 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-09 14:17:29,474 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-09 14:17:29,474 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-09 14:17:29,474 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-09 14:17:29,474 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-09 14:17:29,485 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-09 14:17:29,486 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-09 14:17:29,486 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-09 14:17:29,486 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-09 14:17:29,486 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-09 14:17:29,487 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-09 14:17:29,487 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-09 14:17:29,488 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-09 14:17:29,488 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-09 14:17:29,488 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-09 14:17:29,488 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-09 14:17:29,488 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-09 14:17:29,488 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-09 14:17:29,488 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-09 14:17:29,488 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-09 14:17:29,489 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-09 14:17:29,489 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-09 14:17:29,489 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-09 14:17:29,499 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-09 14:17:30,364 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-09 14:17:30,419 | I | PubSub.py:538 (start) | PubSub background tasks started.
2021-04-09 14:17:30,419 | I | PubSub.py:1084 (start_server) | Starting remote subscriptions update loop...
2021-04-09 14:17:30,420 | I | PubSub.py:1089 (start_server) | Starting server...
2021-04-09 14:17:30,420 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-09 14:17:30,431 | I | g2cam:120 (main) | Starting instrument SCEXAO ...
2021-04-09 14:17:30,431 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-09 14:17:30,431 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-09 14:17:30,432 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-09 14:17:30,432 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-09 14:17:30,432 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-09 14:17:30,432 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-09 14:17:30,433 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-09 14:17:30,433 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-09 14:17:30,433 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-09 14:17:30,433 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-09 14:17:30,433 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-09 14:17:30,434 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
2021-04-09 14:17:30,435 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-09 14:17:30,435 | I | common_task.py:56 (execute) | Starting periodic interval task
2021-04-09 14:17:30,436 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-09 14:17:30,454 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-09 14:17:30,455 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-09 14:17:30,455 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-09 14:17:30,455 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-09 14:17:30,455 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-09 14:17:45,598 | E | Instrument.py:421 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 378, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 877, in getFrames
    raise CamInterfaceError(e)

2021-04-09 14:19:28,117 | E | ro_XMLRPC.py:399 (do_dispatch) | Method executeCmd raised exception: executeCmd() missing 1 required positional argument: 'kwdargs'
2021-04-09 14:19:28,118 | E | ro_XMLRPC.py:403 (do_dispatch) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2base/remoteObjects/ro_XMLRPC.py", line 392, in do_dispatch
    params)

  File "/home/scexao/anaconda3/lib/python3.7/xmlrpc/server.py", line 410, in _dispatch
    return func(*params)

2021-04-09 14:20:54,443 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-09 14:20:54,443 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-09 14:20:54,444 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-09 14:20:54,444 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-09 14:20:54,444 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-09 14:20:54,445 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-09 14:20:54,445 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-09 14:20:54,457 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-09 14:20:54,457 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-09 14:20:54,457 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-09 14:20:54,457 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-09 14:20:54,458 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-09 14:20:54,458 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-09 14:20:54,459 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-09 14:20:54,459 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-09 14:20:54,459 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-09 14:20:54,458 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-09 14:20:54,459 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-09 14:20:54,459 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-09 14:20:54,459 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-09 14:20:54,459 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-09 14:20:54,460 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-09 14:20:54,460 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-09 14:20:54,460 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-09 14:20:54,465 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-09 14:20:54,470 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-09 14:20:55,218 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-09 14:20:55,272 | I | PubSub.py:538 (start) | PubSub background tasks started.
2021-04-09 14:20:55,273 | I | PubSub.py:1084 (start_server) | Starting remote subscriptions update loop...
2021-04-09 14:20:55,273 | I | PubSub.py:1089 (start_server) | Starting server...
2021-04-09 14:20:55,274 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-09 14:20:55,284 | I | g2cam:120 (main) | Starting instrument SCEXAO ...
2021-04-09 14:20:55,285 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-09 14:20:55,285 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-09 14:20:55,285 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-09 14:20:55,285 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-09 14:20:55,286 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-09 14:20:55,286 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-09 14:20:55,286 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-09 14:20:55,286 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-09 14:20:55,286 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-09 14:20:55,287 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-09 14:20:55,287 | I | common_task.py:56 (execute) | Starting periodic interval task
2021-04-09 14:20:55,287 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-09 14:20:55,287 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
2021-04-09 14:20:55,288 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-09 14:20:55,289 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-09 14:20:55,312 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-09 14:20:55,312 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-09 14:20:55,312 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-09 14:20:55,312 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-09 14:20:55,312 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-09 14:20:57,457 | E | Instrument.py:421 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 378, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrame(frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 884, in getFrame
    framelist = self.getFrames(1, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam/Instrument.py", line 877, in getFrames
    raise CamInterfaceError(e)

2021-04-09 14:29:34,902 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-09 14:29:34,903 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-09 14:29:34,904 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-09 14:29:34,903 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-09 14:29:34,904 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-09 14:29:34,904 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-09 14:29:34,904 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-09 14:29:34,917 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-09 14:29:34,917 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-09 14:29:34,917 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-09 14:29:34,917 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-09 14:29:34,918 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-09 14:29:34,918 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-09 14:29:34,919 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-09 14:29:34,919 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-09 14:29:34,920 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-09 14:29:34,920 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-09 14:29:34,920 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-09 14:29:34,920 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-09 14:29:34,921 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-09 14:29:34,921 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-09 14:29:34,921 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-09 14:29:34,921 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-09 14:29:34,922 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-09 14:29:34,922 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-09 14:29:34,930 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-09 14:29:36,406 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-09 14:29:36,464 | I | PubSub.py:538 (start) | PubSub background tasks started.
2021-04-09 14:29:36,465 | I | PubSub.py:1084 (start_server) | Starting remote subscriptions update loop...
2021-04-09 14:29:36,465 | I | PubSub.py:1089 (start_server) | Starting server...
2021-04-09 14:29:36,466 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-09 14:29:36,477 | I | g2cam:120 (main) | Starting instrument SCEXAO ...
2021-04-09 14:29:36,478 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-09 14:29:36,478 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-09 14:29:36,478 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-09 14:29:36,479 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-09 14:29:36,479 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-09 14:29:36,478 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-09 14:29:36,479 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-09 14:29:36,479 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-09 14:29:36,480 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-09 14:29:36,480 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-09 14:29:36,480 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
2021-04-09 14:29:36,480 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-09 14:29:36,481 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-09 14:29:36,481 | I | common_task.py:56 (execute) | Starting periodic interval task
2021-04-09 14:29:36,482 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-09 14:29:36,505 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-09 14:29:36,505 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-09 14:29:36,505 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-09 14:29:36,505 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-09 14:29:36,506 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-09 17:05:19,177 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-09 17:05:19,177 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-09 17:05:19,178 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-09 17:05:19,178 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-09 17:05:19,178 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-09 17:05:19,178 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-09 17:05:19,179 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-09 17:05:19,190 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-09 17:05:19,191 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-09 17:05:19,191 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-09 17:05:19,191 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-09 17:05:19,191 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-09 17:05:19,191 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-09 17:05:19,191 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-09 17:05:19,192 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-09 17:05:19,192 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-09 17:05:19,192 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-09 17:05:19,193 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-09 17:05:19,193 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-09 17:05:19,193 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-09 17:05:19,193 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-09 17:05:19,194 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-09 17:05:19,194 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-09 17:05:19,194 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-09 17:05:19,194 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-09 17:05:19,205 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-09 17:16:42,254 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-09 17:16:42,305 | I | PubSub.py:535 (start) | PubSub background tasks started.
2021-04-09 17:16:42,306 | I | PubSub.py:1081 (start_server) | Starting remote subscriptions update loop...
2021-04-09 17:16:42,307 | I | PubSub.py:1086 (start_server) | Starting server...
2021-04-09 17:16:42,308 | I | remoteObjects.py:442 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-09 17:16:42,320 | I | g2cam:118 (main) | Starting instrument SCEXAO ...
2021-04-09 17:16:42,320 | I | ro_XMLRPC.py:317 (worker) | worker 0 spinning up...
2021-04-09 17:16:42,321 | I | ro_XMLRPC.py:317 (worker) | worker 2 spinning up...
2021-04-09 17:16:42,321 | I | ro_XMLRPC.py:317 (worker) | worker 1 spinning up...
2021-04-09 17:16:42,321 | I | ro_XMLRPC.py:317 (worker) | worker 3 spinning up...
2021-04-09 17:16:42,321 | I | ro_XMLRPC.py:317 (worker) | worker 4 spinning up...
2021-04-09 17:16:42,322 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-09 17:16:42,322 | I | ro_XMLRPC.py:317 (worker) | worker 5 spinning up...
2021-04-09 17:16:42,322 | I | ro_XMLRPC.py:317 (worker) | worker 7 spinning up...
2021-04-09 17:16:42,322 | I | ro_XMLRPC.py:317 (worker) | worker 6 spinning up...
2021-04-09 17:16:42,323 | I | ro_XMLRPC.py:317 (worker) | worker 8 spinning up...
2021-04-09 17:16:42,323 | I | ro_XMLRPC.py:317 (worker) | worker 9 spinning up...
2021-04-09 17:16:42,323 | I | ro_XMLRPC.py:317 (worker) | worker 11 spinning up...
2021-04-09 17:16:42,324 | I | ro_XMLRPC.py:317 (worker) | worker 10 spinning up...
2021-04-09 17:16:42,325 | I | common_task.py:54 (execute) | Starting periodic interval task
2021-04-09 17:16:42,325 | I | remoteObjects.py:442 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-09 17:16:42,346 | I | ro_XMLRPC.py:317 (worker) | worker 0 spinning up...
2021-04-09 17:16:42,346 | I | ro_XMLRPC.py:317 (worker) | worker 1 spinning up...
2021-04-09 17:16:42,346 | I | ro_XMLRPC.py:317 (worker) | worker 3 spinning up...
2021-04-09 17:16:42,347 | I | ro_XMLRPC.py:317 (worker) | worker 2 spinning up...
2021-04-09 17:16:42,347 | I | ro_XMLRPC.py:317 (worker) | worker 4 spinning up...
2021-04-09 17:16:55,080 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 876, in getFrames
    raise CamInterfaceError(e)

2021-04-09 17:17:05,344 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 856, in getFrames
    raise CamError("Bad frame type (%s)" % (frtype))

2021-04-09 17:17:22,892 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 856, in getFrames
    raise CamError("Bad frame type (%s)" % (frtype))

2021-04-09 17:17:32,936 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 876, in getFrames
    raise CamInterfaceError(e)

2021-04-09 17:18:04,863 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 876, in getFrames
    raise CamInterfaceError(e)

2021-04-09 17:18:09,073 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
  File "./cams/SCEXAO.py", line 241, in get_frames
    framelist = self.ocs.getFrames(num, frtype)
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 876, in getFrames
    raise CamInterfaceError(e)

2021-04-09 17:22:03,340 | E | Instrument.py:420 (doExecute) | Traceback:
  File "/home/scexao/anaconda3/lib/python3.7/site-packages/g2cam-2.2.20201121004330-py3.7.egg/g2cam/Instrument.py", line 377, in doExecute
    res = method(*args, **kwdargs)
  File "./cams/SCEXAO.py", line 166, in dispatchCommand
    return method(*args, **params)
